标题,楼盘,单价,总价,地址,户型,面积,高度,朝向,年限
"出售保利立方全南户型 三面采光 交通便利,生活配套齐全",保利i立方(增城),16027,110,永和-广园大道中新出口(富士康园区西侧),3室2厅,68.63,高层,2017年建,
万科城市之光 5号线文冲 精装方正 华附 可公积金 看房,万科城市之光,23930,231,文冲-文冲地铁站A出口旁(导航:万科城市之光),3室2厅,96.53,中层,南向,2019年建
保利翔龙天汇 6号线 地铁口 南北对流 实用四房 带精装,保利翔龙天汇,44180,539,科学城-广汕公路黄陂地铁站B出口(第一一七中学旁),4室2厅,122,低层,南北向,2021年建
凤岗 碧桂园科慧花园有钥匙随时看 中层安静看花园 全新未住!,科慧花园,13077,90,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,68.82,低层,南向,2017年建
急售可以谈价总价220万!全新未住过 万科幸福誉黄埔知识城,万科幸福誉,30067,255,知识城-九龙镇九龙大道,3室2厅,84.81,高层,南向,2017年建
读北大 精装东南向四房 有轨电车 黄埔保利越秀岭南林语,保利越秀岭南林语,39894,558,科学城-永顺大道长岭路段南侧(茅坦村以西),4室2厅,139.87,低层,东南向,2015年建
首付20万 可以公积金 来电折威华国际 地铁口 现楼交付,汇港威华国际,10857,100,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,92.1,中层,南北向,2018年建
汇港威华国际首付35万 免息垫付三房现楼发售 送车位 地铁口,汇港威华国际,14470,123,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,85,低层,南北向,2015年建
黄埔知识城 星汇城内转一期 全新带精装三房两卫中高南向随时看,越秀TOD星汇城,19711,205,知识城-知识城镇龙地铁站C出口,4室2厅,104,低层,南北向,2020年建
金地香山湖首付20万内部员工团购9折总价低 可公积金送车位,金地香山湖,11930,120,永和-永和新新大道15号,3室2厅,100.58,低层,南向,2016年建
黄埔知识城 万科幸福誉 业主包税送车位 近地铁口何棠下,万科幸福誉,30059,217,知识城-九龙镇九龙大道,2室2厅,72.19,低层,南北向,2015年建
广州商务区 四地铁交汇 月租4500 现楼 拎包入住 带阳台,奥园越时代,15428,54,南站-奥园越时代,2室2厅,35,低层,南向,2016年建
21号线快线凤岗地铁站 中奥明日公元 三站到天河 首付10万,科慧花园,15223,160,朱村-地铁21号线科教城站(碧桂园城市花园对面),3室2厅,105.1,中层,东南向,2018年建
"凤岗科慧花园 包税,全新未住,送车位,来电可免中介费",科慧花园,11632,114,朱村-地铁21号线科教城站(碧桂园城市花园对面),3室2厅,98,低层,东向,2000年建
增城崇和花园 购物方便 公立校园 品质小区 满五一 急售,崇和花园,12931,102,永和-崇和花园,2室2厅,78.88,中层,南向,2015年建
峰湖御境 朝向东南温馨3居室素质住户诚意出售,峰湖御境,39322,360,科学城-大观路北 黄陂地铁站旁,3室2厅,91.55,低层,东南向,2018年建
合景誉山国际 成熟配套大盘 自建15年全教育 永和板块 急售,合景誉山国际,14104,138,永和-广园东新新大道中段,3室2厅,97.84,低层,东南向,2015年建
招商雍景湾 送车位 业主急售 税费可谈 价格可谈!,招商雍景湾,26620,246,知识城-龙湖街道腾龙大道雍德南一街4号,3室2厅,92.41,高层,东南向,2017年建
增城科慧花园 凤岗站旁精装2房全新未入住 送3年管理费 急售,科慧花园,16274,112,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,68.82,,南向,2017年建
汇港威华国际 21号线山田口米 3房2卫望园林 包税急售,汇港威华国际,11694,98,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,83.8,,南向,2014年建
峰湖御境 朝向东南温馨3居室素质住户诚意出售,峰湖御境,39322,360,科学城-大观路北 黄陂地铁站旁,3室2厅,91.55,,东南向,2018年建
中间凤榕台 全新一手房 来电登记享团购价 近地铁21号凤岗站,科慧花园,18123,118,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,65.11,,南向,2018年建
总价183万!黄埔知识城万科幸福誉!业主包税送车位 近地铁口,万科幸福誉,30059,217,知识城-九龙镇九龙大道,2室2厅,72.19,,2015年建,
御溪世家内转单位 精装二房二厅 广附學校 一站到黄埔 中高楼,御溪世家,15785,118,中新-中新镇广汕路,3室2厅,74.75,,南向,2017年建
增城永和 合景誉山国际 精装南向三房出售 包税送车位 可低价,合景誉山国际,13466,120,永和-广园东新新大道中段,3室2厅,89.11,低层,东南向,2000年建
"少量精装修现房,可赶在5月底报名9月入读广大",美林湖国际社区,6708,49,山前大道-山前大道168号,2室2厅,73.04,低层,南北向,
万科幸福誉 97平3居 南向中装修 视野无遮挡,万科幸福誉,30412,295,知识城-九龙镇九龙大道,3室2厅,97,低层,南向,2010年建
"精装修,可在23年9月入读公立广大复中",美林湖国际社区,7934,73,山前大道-山前大道168号,3室2厅,92,低层,南北向,
"精装修4房,可在9月入读公立广大付中小学和初仲",美林湖国际社区,8421,96,山前大道-山前大道168号,4室2厅,114,低层,南北向,2023年建
峻林(林和村) 4 房 204 方,峻林,159313,3250,东站-林和东路258号,4室2厅,204,中层,东南向,2015年建
黄埔知识城 万科幸福誉业主包税 送全屋家私电 诚意出售,万科幸福誉,32580,284,知识城-九龙镇九龙大道,3室2厅,87.17,高层,南向,2019年建
业主包税招商雍景湾 南向3房 保养新 价格可谈 笋到离谱,招商雍景湾,25898,240,知识城-龙湖街道腾龙大道雍德南一街4号,3室2厅,92.67,高层,南向,2018年建
招商雍景湾 89.3平3居 北向精装修 安静不临街 户型方正,招商雍景湾,24636,220,知识城-龙湖街道腾龙大道雍德南一街4号,3室2厅,89.3,中层,2000年建,
荔园小区 南北大三房 小区热门房源 店长 满五年近哋铁,荔园小区,32918,320,大沙地-中山大道东路498号之二,3室2厅,97.21,高层,东南向,1995年建
读北大 精装东南向四房 有轨电车 黄埔保利越秀岭南林语,保利越秀岭南林语,39894,558,科学城-永顺大道长岭路段南侧(茅坦村以西),4室2厅,139.87,低层,东南向,2015年建
万科山景城 读广铁 包税费 含车位 送全屋新家电 地铁站旁,万科山景城,36501,308,科学城-广州市黄埔区长岭路南侧,3室2厅,84.38,中层,东南向,2015年建
广州商务区 四地铁交汇 月租4500 现楼 拎包入住 带阳台,奥园越时代,15428,54,南站-奥园越时代,2室2厅,35,中层,南向,2016年建
大华城东郡 21号线朱村地铁口 现楼即买即入住,大华城东郡,13846,108,朱村-朱村街东溪路1号,3室2厅,78,中层,南向,2017年建
包税 崇和花园 三房精装高层带车位急售 永和芯配套齐,崇和花园,12070,110,永和-崇和花园,3室2厅,91.13,低层,东南向,2005年建
合景誉山国际 成熟配套大盘 自建15年全教育 永和板块 急售,合景誉山国际,14104,138,永和-广园东新新大道中段,3室2厅,97.84,低层,东南向,2015年建
万科幸福誉 南向 好楼层 交通便利 配套成熟,万科幸福誉,29944,263,知识城-九龙镇九龙大道,3室2厅,87.83,低层,南向,2018年建
21号线快线凤岗地铁站 中奥明日公元 三站到天河 首付10万,科慧花园,15223,160,朱村-地铁21号线科教城站(碧桂园城市花园对面),3室2厅,105.1,中层,东南向,2018年建
汇港威华国际 21号线山田口米 3房2卫望园林 包税急售,汇港威华国际,11694,98,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,83.8,中层,南向,2014年建
中大商圈 近地铁 15万首付入手 在租6000 包税包过户,合生广场(商用),18504,54.7,鹭江-广州大道南与叠景路交汇处(区政府对面),2室2厅,29.56,高层,南向,2015年建
御溪世家内转单位 精装二房二厅 广附學校 一站到黄埔 中高楼,御溪世家,15785,118,中新-中新镇广汕路,3室2厅,74.75,低层,南向,2017年建
峰湖御境 朝向东南温馨3居室素质住户诚意出售,峰湖御境,39322,360,科学城-大观路北 黄陂地铁站旁,3室2厅,91.55,低层,东南向,2018年建
"出售保利立方全南户型 三面采光 交通便利,生活配套齐全",保利i立方(增城),16027,110,永和-广园大道中新出口(富士康园区西侧),3室2厅,68.63,高层,2017年建,
中间凤榕台 全新一手房 来电登记享团购价 近地铁21号凤岗站,科慧花园,18123,118,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,65.11,低层,南向,2018年建
广州增城万科城 万科物业精装修三房 来电享团购优惠95折,广州增城万科城,14724,115,永和-永宁街道叶岭村新新大道旁,3室2厅,78.1,低层,北向,2016年建
清盘了清盘了 轻松置业广州 汇港威华国际 21号线山田地铁口,汇港威华国际,11455,96,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,83.8,低层,南向,2014年建
(全包95万送车位) 三站到天河 精装急售包税,西福蓝湾,15016,106,朱村-朱村街凤岗村内,2室2厅,70.59,低层,南向,2015年建
增城科慧花园 凤岗站旁精装2房全新未入住 送3年管理费 急售,科慧花园,16274,112,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,68.82,高层,南向,2017年建
(全包88万) 精装现楼低于市场价即买即入住中新地铁口,恒创恒福花园,16619,100,永和-增城中新镇学院南路1号(新新公路旁),2室2厅,60.17,低层,南向,2011年建
"智慧城 傍的 华标 峰湖 御境 南向 三房,高楼层 视野开阔",华标峰湖御境,35551,420,科学城-大观路北 黄陂地铁站旁,3室2厅,118.14,低层,南向,2018年建
凤岗 碧桂园科慧花园有钥匙随时看 中层安静看花园 全新未住!,科慧花园,13077,90,朱村-地铁21号线科教城站(碧桂园城市花园对面),2室2厅,68.82,低层,南向,2017年建
"万科城市之光精装修,只要您来看有惊喜!",万科城市之光,24489,240,文冲-文冲地铁站A出口旁(导航:万科城市之光),3室2厅,98,低层,南北向,2016年建
金地香山湖 1站黄埔 精装全新未住 望湖观景房 手慢者无,金地香山湖,10227,110,永和-永和新新大道15号,3室2厅,107.55,低层,南向,2017年建
黄埔知识城 万科幸福誉 业主包税送车位 近地铁口何棠下,万科幸福誉,30059,217,知识城-九龙镇九龙大道,2室2厅,72.19,中层,南北向,2015年建
万科城市之光 5号线文冲 精装方正 华附 可公积金 看房,万科城市之光,23930,231,文冲-文冲地铁站A出口旁(导航:万科城市之光),3室2厅,96.53,中层,南向,2019年建
急售可以谈价总价220万!全新未住过 万科幸福誉黄埔知识城,万科幸福誉,30067,255,知识城-九龙镇九龙大道,3室2厅,84.81,中层,南向,2017年建
首付20万 可以公积金 来电折威华国际 地铁口 现楼交付,汇港威华国际,10857,100,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,92.1,中层,南北向,2018年建
保利翔龙天汇 6号线 地铁口 南北对流 实用四房 带精装,保利翔龙天汇,44180,539,科学城-广汕公路黄陂地铁站B出口(第一一七中学旁),4室2厅,122,高层,南北向,2021年建
总价183万!黄埔知识城万科幸福誉!业主包税送车位 近地铁口,万科幸福誉,30059,217,知识城-九龙镇九龙大道,2室2厅,72.19,低层,2015年建,
金地香山湖 精装未入住 一线望湖景房 南向好楼层 总价低急售,金地香山湖,11557,115,永和-永和新新大道15号,3室2厅,99.5,低层,南向,2018年建
山田地铁口汇港威华国际 112平3居 南北向精装修 随时签约,汇港威华国际,10267,115,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,112,低层,南北向,2015年建
万科幸福誉 72.19平2居 南北向精装修 方便看房,万科幸福誉,30336,219,知识城-九龙镇九龙大道,2室2厅,72.19,低层,南北向,2015年建
万科城市之光 5号线文冲 精装方正 华附 可公积金 看房,万科城市之光,23930,231,文冲-文冲地铁站A出口旁(导航:万科城市之光),3室2厅,96.53,高层,南向,2019年建
知识城时代天韵 小区环境好 拎包入住 配套成熟 户型方正,时代天韵,25909,285,知识城-时代天韵,3室3厅,110,低层,南向,2018年建
天健天玺 南向豪华装修 内转单位 急售 价格可谈送管理,天健天玺,40000,380,科学城-科学城长岭路56号,4室2厅,95,顶层,2015年建,
峰湖御境 朝向东南温馨3居室素质住户诚意出售,峰湖御境,39322,360,科学城-大观路北 黄陂地铁站旁,3室2厅,91.55,低层,东南向,2018年建
金地香山湖首付20万内部员工团购9折总价低 可公积金送车位,金地香山湖,11930,120,永和-永和新新大道15号,3室2厅,100.58,低层,南向,2016年建
招商雍景湾 92.41平3居 南向精装修 随时签约,招商雍景湾,27594,255,知识城-龙湖街道腾龙大道雍德南一街4号,3室2厅,92.41,中层,2017年建,
"凤岗科慧花园 包税,全新未住,送车位,来电可免中介费",科慧花园,11632,114,朱村-地铁21号线科教城站(碧桂园城市花园对面),3室2厅,98,高层,东向,2000年建
新收业主包税 招商雍景湾 南向3房 保养新 价格可谈,招商雍景湾,25790,239,知识城-龙湖街道腾龙大道雍德南一街4号,3室2厅,92.67,低层,南向,2018年建
汇港威华国际首付35万 免息垫付三房现楼发售 送车位 地铁口,汇港威华国际,14470,123,朱村-广州市增城区朱村街朱村大道东178号,3室2厅,85,低层,南北向,2015年建
黄埔知识城 星汇城内转一期 全新带精装三房两卫中高南向随时看,越秀TOD星汇城,19711,205,知识城-知识城镇龙地铁站C出口,4室2厅,104,中层,南北向,2020年建
业主急售 仁安花园21号线朱村2百米 配套成熟 来电送车位,仁安花园,13922,115,"朱村-增城市朱村街广汕公路南边,朱宁路北侧",3室2厅,82.6,高层,南向,2015年建
读北大 精装东南向四房 有轨电车 黄埔保利越秀岭南林语,保利越秀岭南林语,33602,470,科学城-永顺大道长岭路段南侧(茅坦村以西),4室2厅,139.87,低层,东南向,2015年建
